interval_id,account,duration,hour_bin,reset,reset_spread,start_at,end_at,start_used,end_used,delta_pp,observations,distinct_times,max_gap_seconds,smallest_step_pp,has_capture_time_proxy,recovery_observations,timing_eligible
2479,A07,604800,496262,1787012761,0,1786543216.209444,1786546138.117223,59.0,69.0,10.0,6,6,903.2034819126129,1.0,1,0,1
2480,A07,604800,496263,1787012761,1,1786546822.554105,1786550275.44217,71.0,83.0,12.0,10,10,902.4151899814606,0.0,1,0,1
2481,A07,604800,496264,1787012761,1,1786550427.533849,1786553903.726695,83.0,96.0,13.0,14,14,655.5084581375122,0.0,1,0,1
2482,A07,604800,496265,1787012761,0,1786554009.953538,1786557471.655913,97.0,100.0,3.0,12,12,456.54031109809875,0.0,1,0,1
2483,A07,604800,496266,1787012761,0,1786557623.51058,1786560547.029271,100.0,100.0,0.0,6,6,910.4858300685883,0.0,1,0,0
2484,A07,604800,496267,1787012761,0,1786561214.72467,1786563913.997794,100.0,100.0,0.0,4,4,901.3620171546936,0.0,1,0,0
2485,A07,604800,496268,1787012761,1,1786564819.012863,1786567530.726415,100.0,100.0,0.0,4,4,917.3004908561707,0.0,1,0,0
2486,A07,604800,496269,1787012761,0,1786568412.427918,1786571111.421492,100.0,100.0,0.0,4,4,905.7168669700623,0.0,1,0,0
2487,A07,604800,496270,1787012761,0,1786572024.857963,1786574711.040562,100.0,100.0,0.0,4,4,899.3044378757477,0.0,1,0,0
2488,A07,604800,496271,1787012761,0,1786575628.038255,1786578321.271945,100.0,100.0,0.0,4,4,919.0170958042145,0.0,1,0,0
2489,A07,604800,496272,1787012761,0,1786579232.749461,1786581911.721941,100.0,100.0,0.0,4,4,901.8779809474945,0.0,1,0,0
2490,A07,604800,496273,1787012761,0,1786582825.222072,1786585520.693007,100.0,100.0,0.0,4,4,900.2527329921722,0.0,1,0,0
2491,A07,604800,496274,1787012761,0,1786586427.943382,1786589126.819969,100.0,100.0,0.0,4,4,910.2215769290924,0.0,1,0,0
2492,A07,604800,496275,1787012761,0,1786590026.05009,1786590917.752887,100.0,100.0,0.0,2,2,891.7027969360352,0.0,1,0,0
2493,A07,604800,496314,1787199250,0,1786733111.974448,1786733111.974448,3.0,3.0,0.0,1,1,,,1,0,0
2494,A07,604800,496315,1787199249,0,1786734015.670556,1786736710.305983,4.0,8.0,4.0,4,4,901.515233039856,1.0,1,0,1
2495,A07,604800,496316,1787199249,1,1786737625.621518,1786740314.74771,9.0,13.0,4.0,4,4,902.6658620834351,1.0,1,0,1
2496,A07,604800,496317,1787199249,1,1786741222.813011,1786743910.517196,14.0,17.0,3.0,4,4,910.5802879333496,1.0,1,0,1
2497,A07,604800,496318,1787199249,0,1786744815.890279,1786747513.666635,18.0,23.0,5.0,4,4,901.0083701610565,1.0,1,0,1
2498,A07,604800,496319,1787199249,0,1786748417.899909,1786751119.729913,25.0,35.0,10.0,4,4,909.7450048923492,3.0,1,0,1
2499,A07,604800,496320,1787199249,0,1786752025.434061,1786754710.453167,37.0,42.0,5.0,4,4,910.8600058555603,1.0,1,0,1
2500,A07,604800,496321,1787199249,1,1786755611.851432,1786758311.431133,43.0,48.0,5.0,4,4,911.4691319465637,1.0,1,0,1
2501,A07,604800,496322,1787199249,1,1786759223.254168,1786761913.541474,50.0,54.0,4.0,4,4,910.7802910804749,1.0,1,0,1
2502,A07,604800,496323,1787199249,0,1786762813.246448,1786765513.701292,54.0,59.0,5.0,4,4,910.2430720329285,1.0,1,0,1
2503,A07,604800,496324,1787199249,1,1786766417.766906,1786769111.125649,61.0,65.0,4.0,4,4,900.6942930221558,1.0,1,0,1
2504,A07,604800,496325,1787199249,1,1786770008.9794,1786772709.267668,66.0,70.0,4.0,4,4,900.9251689910889,1.0,1,0,1
2505,A07,604800,496326,1787199249,1,1786773609.060744,1786776316.018978,71.0,74.0,3.0,4,4,908.264622926712,1.0,1,0,1
2506,A07,604800,496327,1787199249,0,1786777223.682951,1786779914.076192,75.0,79.0,4.0,4,4,902.7094020843506,1.0,1,0,1
2507,A07,604800,496328,1787199249,0,1786780820.969801,1786783509.00455,80.0,84.0,4.0,4,4,906.0987560749054,1.0,1,0,1
2508,A07,604800,496329,1787199249,1,1786784418.716662,1786787114.787801,86.0,91.0,5.0,4,4,904.5581920146942,1.0,1,0,1
2509,A07,604800,496330,1787199249,1,1786788015.23069,1786790709.341331,92.0,96.0,4.0,4,4,912.7212510108948,1.0,1,0,1
2510,A07,604800,496346,1787199249,0,1786848308.310866,1786848308.310866,99.0,99.0,0.0,1,1,,,1,0,0
2511,A07,604800,496347,1787199249,0,1786849225.436686,1786851919.646805,99.0,99.0,0.0,4,4,910.2333581447601,0.0,1,0,0
2512,A07,604800,496348,1787199249,0,1786852822.523345,1786855518.996994,99.0,99.0,0.0,4,4,907.639643907547,0.0,1,0,0
2513,A07,604800,496349,1787199249,0,1786856415.004591,1786859110.615803,99.0,99.0,0.0,4,4,908.4912779331207,0.0,1,0,0
2514,A07,604800,496350,1787199249,0,1786860018.322683,1786862707.068597,99.0,99.0,0.0,4,4,904.9892349243164,0.0,1,0,0
2515,A07,604800,496351,1787199249,0,1786863621.934832,1786866313.366105,99.0,99.0,0.0,4,4,899.4238538742065,0.0,1,0,0
2516,A07,604800,496352,1787199249,1,1786867215.329485,1786870543.558278,99.0,100.0,1.0,22,22,874.4116940498352,0.0,1,18,1
2517,A07,604800,496353,1787199249,1,1786870818.975573,1786873925.892523,100.0,100.0,0.0,27,27,307.962229013443,0.0,1,23,0
2518,A07,604800,496354,1787199249,1,1786874414.066967,1786877126.76614,100.0,100.0,0.0,4,4,910.5025708675385,0.0,1,0,0
2519,A07,604800,496355,1787199249,1,1786878011.87515,1786880727.431906,100.0,100.0,0.0,4,4,914.065633058548,0.0,1,0,0
2520,A07,604800,496356,1787199249,0,1786881617.383542,1786884323.169569,100.0,100.0,0.0,4,4,911.5460519790649,0.0,1,0,0
2521,A07,604800,496357,1787199249,1,1786885228.007044,1786887927.086494,100.0,100.0,0.0,4,4,905.2265758514404,0.0,1,0,0
2522,A07,604800,496358,1787199249,1,1786888830.507469,1786891514.882281,100.0,100.0,0.0,4,4,900.1326131820679,0.0,1,0,0
2523,A07,604800,496359,1787199249,0,1786892420.400307,1786895127.218744,100.0,100.0,0.0,4,4,903.1661930084229,0.0,1,0,0
2524,A07,604800,496360,1787199249,1,1786896023.842196,1786898717.748138,100.0,100.0,0.0,4,4,904.7684290409088,0.0,1,0,0
2525,A07,604800,496361,1787199249,1,1786899624.690877,1786902323.57248,100.0,100.0,0.0,4,4,907.0119740962982,0.0,1,0,0
2526,A07,604800,496362,1787199249,1,1786903234.366734,1786905923.771022,100.0,100.0,0.0,4,4,906.8263418674469,0.0,1,0,0
2527,A07,604800,496363,1787199249,1,1786906813.473889,1786909528.518938,100.0,100.0,0.0,4,4,908.5830960273743,0.0,1,0,0
2528,A07,604800,496364,1787199249,1,1786910423.557262,1786913120.769247,100.0,100.0,0.0,4,4,906.8949329853058,0.0,1,0,0
2529,A07,604800,496365,1787199249,0,1786914015.766912,1786916721.361898,100.0,100.0,0.0,4,4,913.3327739238739,0.0,1,0,0
2530,A07,604800,496366,1787199249,0,1786917612.061917,1786920316.279648,100.0,100.0,0.0,4,4,907.3364179134369,0.0,1,0,0
2531,A07,604800,496367,1787199249,1,1786921220.010276,1786923910.939895,100.0,100.0,0.0,4,4,903.6904418468475,0.0,1,0,0
2532,A07,604800,496368,1787199249,1,1786924827.235371,1786927517.485294,100.0,100.0,0.0,4,4,911.9680969715118,0.0,1,0,0
2533,A07,604800,496369,1787199249,0,1786928429.130416,1786931112.846691,100.0,100.0,0.0,4,4,901.4552869796753,0.0,1,0,0
2534,A07,604800,496370,1787199249,0,1786932015.627728,1786934709.649154,100.0,100.0,0.0,4,4,905.1852290630341,0.0,1,0,0
2535,A07,604800,496371,1787199249,0,1786935613.909305,1786938324.673702,100.0,100.0,0.0,4,4,914.686518907547,0.0,1,0,0
2536,A07,604800,496372,1787199249,1,1786939220.18674,1786941914.603978,100.0,100.0,0.0,4,4,907.4223470687866,0.0,1,0,0
2537,A07,604800,496373,1787199249,1,1786942820.572557,1786945524.316433,100.0,100.0,0.0,4,4,906.9904119968414,0.0,1,0,0
2538,A07,604800,496374,1787199249,0,1786946420.191864,1786949122.782248,100.0,100.0,0.0,4,4,906.8746700286865,0.0,1,0,0
2539,A07,604800,496375,1787199249,0,1786950011.783297,1786952729.531222,100.0,100.0,0.0,4,4,910.8762061595917,0.0,1,0,0
2540,A07,604800,496376,1787199249,1,1786953624.614137,1786956313.423591,100.0,100.0,0.0,4,4,901.6819880008698,0.0,1,0,0
2541,A07,604800,496377,1787199249,1,1786957217.300917,1786959920.128564,100.0,100.0,0.0,4,4,909.0174927711487,0.0,1,0,0
2542,A07,604800,496378,1787199249,0,1786960819.883932,1786963524.90572,100.0,100.0,0.0,4,4,911.2161240577698,0.0,1,0,0
2543,A07,604800,496379,1787199249,1,1786964433.389696,1786967118.648611,100.0,100.0,0.0,4,4,905.3616189956665,0.0,1,0,0
2544,A07,604800,496380,1787199249,1,1786968020.701,1786970728.263225,100.0,100.0,0.0,4,4,910.7456130981445,0.0,1,0,0
2545,A07,604800,496381,1787199249,1,1786971622.090164,1786974318.414598,100.0,100.0,0.0,4,4,912.1379189491272,0.0,1,0,0
2546,A07,604800,496382,1787199249,1,1786975216.833489,1786977912.290018,100.0,100.0,0.0,4,4,914.3515231609344,0.0,1,0,0
2547,A07,604800,496383,1787199249,1,1786978821.136415,1786981514.367765,100.0,100.0,0.0,4,4,898.76522397995,0.0,1,0,0
2548,A07,604800,496384,1787199249,1,1786982418.071883,1786985125.238296,100.0,100.0,0.0,4,4,909.6729021072388,0.0,1,0,0
2549,A07,604800,496385,1787199249,1,1786986018.74551,1786988735.97544,100.0,100.0,0.0,5,5,908.2262179851532,0.0,1,0,0
2550,A07,604800,496386,1787199249,1,1786989618.139734,1786992311.805842,100.0,100.0,0.0,4,4,906.0945498943329,0.0,1,0,0
2551,A07,604800,496387,1787199249,1,1786993229.392383,1786995923.246983,100.0,100.0,0.0,4,4,911.4589149951935,0.0,1,0,0
2552,A07,604800,496388,1787199249,1,1786996820.764695,1786999532.789543,100.0,100.0,0.0,4,4,910.4198579788208,0.0,1,0,0
2553,A07,604800,496389,1787199249,1,1787000420.801782,1787003117.527143,100.0,100.0,0.0,4,4,907.4203178882599,0.0,1,0,0
2554,A07,604800,496390,1787199249,1,1787004022.239355,1787006724.10222,100.0,100.0,0.0,4,4,915.5264759063721,0.0,1,0,0
2555,A07,604800,496391,1787199249,0,1787007629.533692,1787010329.190017,100.0,100.0,0.0,4,4,901.919538974762,0.0,1,0,0
2556,A07,604800,496392,1787199249,1,1787011221.444568,1787013927.152566,100.0,100.0,0.0,4,4,907.2689650058746,0.0,1,0,0
2557,A07,604800,496393,1787199249,0,1787014825.318665,1787017518.094681,100.0,100.0,0.0,4,4,902.6880719661713,0.0,1,0,0
2558,A07,604800,496394,1787199249,1,1787018412.264276,1787021116.585148,100.0,100.0,0.0,4,4,913.6152839660645,0.0,1,0,0
2559,A07,604800,496395,1787199249,0,1787022025.245577,1787024719.578903,100.0,100.0,0.0,4,4,903.4360918998718,0.0,1,0,0
2560,A07,604800,496396,1787199249,0,1787025623.34765,1787028317.629945,100.0,100.0,0.0,4,4,905.0081012248993,0.0,1,0,0
2561,A07,604800,496397,1787199249,0,1787029223.288383,1787031930.358286,100.0,100.0,0.0,4,4,913.4241077899933,0.0,1,0,0
2562,A07,604800,496398,1787199249,1,1787032811.115736,1787035521.599703,100.0,100.0,0.0,4,4,911.0900812149048,0.0,1,0,0
2563,A07,604800,496399,1787199249,1,1787036414.116934,1787039127.09755,100.0,100.0,0.0,4,4,908.0142250061035,0.0,1,0,0
2564,A07,604800,496400,1787199249,1,1787040031.296332,1787042725.748088,100.0,100.0,0.0,4,4,909.2539467811584,0.0,1,0,0
2565,A07,604800,496401,1787199249,1,1787043613.047245,1787046317.235688,100.0,100.0,0.0,4,4,915.3674330711365,0.0,1,0,0
2566,A07,604800,496402,1787199249,0,1787047211.929042,1787049927.477535,100.0,100.0,0.0,4,4,915.372475862503,0.0,1,0,0
2567,A07,604800,496403,1787199249,1,1787050827.457535,1787053516.079515,100.0,100.0,0.0,4,4,910.6157121658325,0.0,1,0,0
2568,A07,604800,496404,1787199249,1,1787054418.176017,1787057131.218647,100.0,100.0,0.0,4,4,919.711667060852,0.0,1,0,0
2569,A07,604800,496405,1787199249,1,1787058013.337243,1787060728.656374,100.0,100.0,0.0,4,4,912.5922050476074,0.0,1,0,0
2570,A07,604800,496406,1787199249,1,1787061619.101709,1787064324.005912,100.0,100.0,0.0,4,4,912.0939559936523,0.0,1,0,0
2571,A07,604800,496407,1787199249,0,1787065214.24195,1787067911.917506,100.0,100.0,0.0,4,4,915.6639518737793,0.0,1,0,0
2572,A07,604800,496408,1787199249,1,1787068823.423604,1787071521.079667,100.0,100.0,0.0,4,4,902.7498350143433,0.0,1,0,0
2573,A07,604800,496409,1787199249,1,1787072424.402983,1787075116.058707,100.0,100.0,0.0,4,4,906.6032428741455,0.0,1,0,0
2574,A07,604800,496410,1787199249,0,1787076019.592951,1787078721.645761,100.0,100.0,0.0,4,4,910.1324980258942,0.0,1,0,0
2575,A07,604800,496411,1787199249,1,1787079628.364406,1787082330.759433,100.0,100.0,0.0,4,4,909.1076021194458,0.0,1,0,0
2576,A07,604800,496412,1787199249,1,1787083224.192501,1787085915.275002,100.0,100.0,0.0,4,4,900.3101789951324,0.0,1,0,0
2577,A07,604800,496413,1787199249,1,1787086828.574011,1787089529.785461,100.0,100.0,0.0,4,4,912.2347478866577,0.0,1,0,0
2578,A07,604800,496414,1787199249,1,1787090419.014615,1787093128.935418,100.0,100.0,0.0,4,4,911.6612150669098,0.0,1,0,0
2579,A07,604800,496415,1787199249,1,1787094017.857075,1787096723.509485,100.0,100.0,0.0,4,4,912.5600609779358,0.0,1,0,0
2580,A07,604800,496416,1787199249,0,1787097620.378634,1787100315.888047,100.0,100.0,0.0,4,4,903.7442440986633,0.0,1,0,0
2581,A07,604800,496417,1787199249,0,1787101212.596748,1787103923.70742,100.0,100.0,0.0,4,4,909.5121111869812,0.0,1,0,0
2582,A07,604800,496418,1787199249,0,1787104812.9751,1787107511.353049,100.0,100.0,0.0,4,4,909.6468179225922,0.0,1,0,0
2583,A07,604800,496419,1787199249,0,1787108412.383819,1787111116.768457,100.0,100.0,0.0,4,4,913.5481028556824,0.0,1,0,0
2584,A07,604800,496420,1787199249,1,1787112027.917862,1787114724.009669,100.0,100.0,0.0,4,4,911.2914988994598,0.0,1,0,0
2585,A07,604800,496421,1787199249,0,1787115623.136779,1787118312.492466,100.0,100.0,0.0,4,4,913.0943911075592,0.0,1,0,0
2586,A07,604800,496422,1787199249,1,1787119227.716286,1787121922.847824,100.0,100.0,0.0,4,4,921.9001140594482,0.0,1,0,0
2587,A07,604800,496423,1787199249,1,1787122816.448377,1787125513.684941,100.0,100.0,0.0,4,4,902.6152210235596,0.0,1,0,0
2588,A07,604800,496424,1787199249,1,1787126426.32322,1787129128.941394,100.0,100.0,0.0,4,4,906.9577770233154,0.0,1,0,0
2589,A07,604800,496425,1787199249,1,1787130026.160665,1787132713.226531,100.0,100.0,0.0,4,4,899.0238859653473,0.0,1,0,0
2590,A07,604800,496426,1787199249,1,1787133620.168346,1787136328.194314,100.0,100.0,0.0,4,4,911.658243894577,0.0,1,0,0
2591,A07,604800,496427,1787199249,1,1787137219.812354,1787139937.7553,100.0,100.0,0.0,4,4,927.1998629570007,0.0,1,0,0
2592,A07,604800,496428,1787199249,1,1787140823.935378,1787143524.726992,100.0,100.0,0.0,4,4,912.4548897743225,0.0,1,0,0
2593,A07,604800,496429,1787199249,1,1787144411.479755,1787147124.753489,100.0,100.0,0.0,4,4,915.5795631408691,0.0,1,0,0
2594,A07,604800,496430,1787199249,1,1787148029.11002,1787150729.824899,100.0,100.0,0.0,4,4,914.5333080291748,0.0,1,0,0
2595,A07,604800,496431,1787199249,1,1787151613.86816,1787154327.824401,100.0,100.0,0.0,4,4,910.4179689884186,0.0,1,0,0
2596,A07,604800,496432,1787199249,0,1787155212.904244,1787157929.229676,100.0,100.0,0.0,4,4,916.6243100166321,0.0,1,0,0
2597,A07,604800,496433,1787199249,2,1787158827.390208,1787161526.139158,100.0,100.0,0.0,4,4,902.9983880519867,0.0,1,0,0
2598,A07,604800,496434,1787199249,0,1787162431.552125,1787165118.886405,100.0,100.0,0.0,4,4,905.669842004776,0.0,1,0,0
2599,A07,604800,496435,1787199249,1,1787166017.104048,1787168728.397643,100.0,100.0,0.0,4,4,909.6466870307922,0.0,1,0,0
2600,A07,604800,496436,1787199249,0,1787169619.176406,1787172316.414121,100.0,100.0,0.0,4,4,905.4405419826508,0.0,1,0,0
2601,A07,604800,496437,1787199249,0,1787173224.354375,1787175921.470996,100.0,100.0,0.0,4,4,903.7232449054718,0.0,1,0,0
2602,A07,604800,496438,1787199249,1,1787176814.87022,1787179522.563372,100.0,100.0,0.0,4,4,908.5877180099487,0.0,1,0,0
2603,A07,604800,496439,1787199249,0,1787180414.572083,1787183123.979238,100.0,100.0,0.0,4,4,918.5029158592224,0.0,1,0,0
2604,A07,604800,496440,1787199249,0,1787184028.761903,1787186727.291242,100.0,100.0,0.0,4,4,905.0284988880157,0.0,1,0,0
2605,A07,604800,496441,1787199249,0,1787187616.543027,1787190320.294218,100.0,100.0,0.0,4,4,911.5496141910553,0.0,1,0,0
2606,A07,604800,496442,1787199249,0,1787191229.399793,1787193915.275094,100.0,100.0,0.0,4,4,901.556184053421,0.0,1,0,0
2607,A07,604800,496443,1787199249,1,1787194813.572321,1787197512.422976,100.0,100.0,0.0,4,4,905.8763501644135,0.0,1,0,0
2608,A07,604800,496444,1787199249,0,1787198415.115493,1787198415.115493,100.0,100.0,0.0,1,1,,,1,0,0
2609,A07,604800,496603,1788339437,0,1787772624.626204,1787773511.448691,2.0,2.0,0.0,2,2,886.8224868774414,0.0,1,0,0
2610,A07,604800,496604,1788339437,0,1787774416.541654,1787777121.665428,2.0,2.0,0.0,4,4,909.6309959888458,0.0,1,0,0
2611,A07,604800,496605,1788339437,0,1787778014.690353,1787780725.721829,2.0,2.0,0.0,4,4,910.9698441028595,0.0,1,0,0
2612,A07,604800,496606,1788339437,0,1787781613.877707,1787784328.196938,2.0,2.0,0.0,4,4,910.8257920742035,0.0,1,0,0
2613,A07,604800,496607,1788339437,0,1787785212.516605,1787787914.244634,2.0,2.0,0.0,4,4,908.7583060264587,0.0,1,0,0
2614,A07,604800,496608,1788339437,0,1787788823.146846,1787791525.925186,4.0,10.0,6.0,4,4,914.4026939868927,2.0,1,0,1
2615,A07,604800,496609,1788339437,0,1787792422.749832,1787795121.136113,12.0,18.0,6.0,4,4,901.966686964035,2.0,1,0,1
2616,A07,604800,496610,1788339437,0,1787796014.422499,1787798718.000676,20.0,26.0,6.0,4,4,917.5724020004272,2.0,1,0,1
2617,A07,604800,496611,1788339437,0,1787799628.127993,1787802318.546222,28.0,34.0,6.0,4,4,908.4623129367828,2.0,1,0,1
2618,A07,604800,496612,1788339437,0,1787803227.713796,1787805925.948922,36.0,42.0,6.0,4,4,905.658037185669,2.0,1,0,1
2619,A07,604800,496613,1788339437,0,1787806816.407605,1787809528.146301,43.0,48.0,5.0,4,4,916.227548122406,1.0,1,0,1
2620,A07,604800,496614,1788339437,0,1787810424.626645,1787813112.293122,50.0,57.0,7.0,4,4,908.8039231300354,2.0,1,0,1
2621,A07,604800,496615,1788339437,0,1787814025.069834,1787816714.000145,60.0,67.0,7.0,4,4,906.8293309211731,2.0,1,0,1
2622,A07,604800,496616,1788339437,0,1787817626.685338,1787820323.121185,69.0,74.0,5.0,4,4,906.8981530666351,1.0,1,0,1
2623,A07,604800,496617,1788339437,0,1787821213.005326,1787823916.401411,76.0,81.0,5.0,4,4,917.6131069660187,1.0,1,0,1
2624,A07,604800,496618,1788339437,0,1787824812.90051,1787827529.998805,83.0,92.0,9.0,4,4,910.6501898765564,3.0,1,0,1
2625,A07,604800,496619,1788339437,0,1787828417.260941,1787830213.881533,95.0,100.0,5.0,3,3,913.0965769290924,2.0,1,0,0
2626,A07,604800,496620,1788435187,1,1787832029.360264,1787834717.639863,1.0,2.0,1.0,4,4,903.4595031738281,0.0,1,0,1
2627,A07,604800,496621,1788435186,1,1787835630.735184,1787838325.000281,3.0,5.0,2.0,4,4,912.8806440830231,0.0,1,0,1
2628,A07,604800,496622,1788435186,1,1787839230.648797,1787841929.567419,5.0,6.0,1.0,4,4,914.4144821166992,0.0,1,0,1
2629,A07,604800,496623,1788435187,0,1787842818.776465,1787845526.89619,6.0,6.0,0.0,4,4,905.937029838562,0.0,1,0,0
2630,A07,604800,496624,1788435187,0,1787846429.310651,1787847316.299631,6.0,6.0,0.0,2,2,886.9889800548553,0.0,1,0,0
2631,A07,604800,496627,1788452699,0,1787857221.175438,1787859928.139288,1.0,1.0,0.0,4,4,908.0645670890808,0.0,1,0,0
2632,A07,604800,496628,1788452699,1,1787860827.020164,1787864281.895681,1.0,1.0,0.0,8,8,901.4292759895325,0.0,1,0,0
2633,A07,604800,496629,1788452699,0,1787864424.758024,1787867620.077912,1.0,1.0,0.0,16,16,421.79103207588196,0.0,1,0,0
2634,A07,604800,496630,1788452699,0,1787868006.787657,1787871245.913765,1.0,1.0,0.0,16,16,469.3530271053314,0.0,1,0,0
2635,A07,604800,496631,1788452699,0,1787871606.965335,1787874923.848628,1.0,1.0,0.0,16,16,360.5291590690613,0.0,1,0,0
2636,A07,604800,496632,1788452699,1,1787875211.239283,1787878693.960708,1.0,1.0,0.0,16,16,471.6110029220581,0.0,1,0,0
2637,A07,604800,496633,1788452699,0,1787878822.218686,1787882134.733722,1.0,1.0,0.0,16,16,374.1919960975647,0.0,1,0,0
2638,A07,604800,496634,1788452699,0,1787882411.634539,1787885768.008542,1.0,1.0,0.0,16,16,384.1358859539032,0.0,1,0,0
2639,A07,604800,496635,1788452699,0,1787886026.330558,1787889395.333885,1.0,1.0,0.0,16,16,305.5949239730835,0.0,1,0,0
2640,A07,604800,496636,1788452699,0,1787889622.352769,1787893015.915872,1.0,1.0,0.0,16,16,382.201611995697,0.0,1,0,0
2641,A07,604800,496637,1788452699,0,1787893212.912219,1787896636.060425,1.0,1.0,0.0,16,16,306.9049348831177,0.0,1,0,0
2642,A07,604800,496638,1788452699,1,1787896821.385498,1787900265.626004,1.0,1.0,0.0,16,16,328.8370499610901,0.0,1,0,0
2643,A07,604800,496639,1788452699,0,1787900426.989956,1787903893.238279,1.0,1.0,0.0,16,16,306.916955947876,0.0,1,0,0
2644,A07,604800,496640,1788452699,0,1787904011.969397,1787907444.826066,1.0,1.0,0.0,16,16,559.4034271240234,0.0,1,0,0
2645,A07,604800,496641,1788452699,0,1787907626.886223,1787911080.90742,1.0,1.0,0.0,16,16,535.7888898849487,0.0,1,0,0
2646,A07,604800,496642,1788452699,1,1787911229.336859,1787914680.99305,1.0,1.0,0.0,16,16,322.00710821151733,0.0,1,0,0
2647,A07,604800,496643,1788452699,0,1787914813.476078,1787918231.269514,1.0,1.0,0.0,16,16,332.96376395225525,0.0,1,0,0
2648,A07,604800,496644,1788452699,0,1787918412.001306,1787921834.978275,1.0,1.0,0.0,16,16,320.663122177124,0.0,1,0,0
2649,A07,604800,496645,1788452699,1,1787922012.299617,1787925377.529326,1.0,1.0,0.0,16,16,335.7009918689728,0.0,1,0,0
2650,A07,604800,496646,1788452699,1,1787925618.646149,1787928992.275493,1.0,1.0,0.0,16,16,305.2604269981384,0.0,1,0,0
2651,A07,604800,496647,1788452699,1,1787929229.996559,1787932598.169677,1.0,2.0,1.0,16,16,305.6658070087433,0.0,1,0,1
2652,A07,604800,496648,1788452699,0,1787932816.464529,1787936165.87717,2.0,2.0,0.0,16,16,349.5287461280823,0.0,1,0,0
2653,A07,604800,496649,1788452699,0,1787936418.568207,1787939752.308486,2.0,2.0,0.0,16,16,351.0950241088867,0.0,1,0,0
2654,A07,604800,496650,1788452699,0,1787940015.976574,1787943396.303928,2.0,2.0,0.0,16,16,337.96876406669617,0.0,1,0,0
2655,A07,604800,496651,1788452699,1,1787943620.513225,1787946975.03202,2.0,2.0,0.0,16,16,360.24827694892883,0.0,1,0,0
2656,A07,604800,496652,1788452699,0,1787947220.53306,1787950571.764566,2.0,2.0,0.0,16,16,309.2710340023041,0.0,1,0,0
2657,A07,604800,496653,1788452699,0,1787950822.97182,1787954183.775778,2.0,2.0,0.0,16,16,343.4861798286438,0.0,1,0,0
2658,A07,604800,496654,1788452699,1,1787954420.383767,1787957804.939131,2.0,2.0,0.0,16,16,306.3364579677582,0.0,1,0,0
2659,A07,604800,496655,1788452699,0,1787958029.100323,1787961381.249508,2.0,5.0,3.0,16,16,314.13712096214294,0.0,1,0,1
2660,A07,604800,496656,1788452699,0,1787961616.73968,1787965013.387542,6.0,14.0,8.0,16,16,319.6192569732666,0.0,1,0,1
2661,A07,604800,496657,1788452699,0,1787965229.990242,1787968536.201381,14.0,21.0,7.0,16,16,335.0359070301056,0.0,1,0,1
2662,A07,604800,496658,1788452699,0,1787968818.299632,1787972167.093993,21.0,28.0,7.0,16,16,346.0312428474426,0.0,1,0,1
2663,A07,604800,496659,1788452699,0,1787972414.117369,1787975952.312265,28.0,34.0,6.0,17,17,341.64694595336914,0.0,1,0,1
2664,A07,604800,496660,1788452699,0,1787976018.407765,1787979486.268437,35.0,42.0,7.0,16,16,321.99271392822266,0.0,1,0,1
2665,A07,604800,496661,1788452699,0,1787979618.244686,1787983124.637545,43.0,50.0,7.0,16,16,326.2481110095978,0.0,1,0,1
2666,A07,604800,496662,1788452699,0,1787983229.617716,1787986752.478916,50.0,56.0,6.0,16,16,353.7863841056824,0.0,1,0,1
2667,A07,604800,496663,1788452699,0,1787986832.49171,1787990318.586807,56.0,62.0,6.0,16,16,318.6907968521118,0.0,1,0,1
2668,A07,604800,496664,1788452699,0,1787990411.096603,1787993914.976982,62.0,69.0,7.0,16,16,356.90490317344666,0.0,1,0,1
2669,A07,604800,496665,1788452699,0,1787994020.317352,1787997534.626618,69.0,79.0,10.0,16,16,351.0016849040985,0.0,1,0,1
2670,A07,604800,496666,1788452699,1,1787997628.919114,1788001136.406552,79.0,90.0,11.0,16,16,344.10799193382263,0.0,1,0,1
2671,A07,604800,496667,1788452699,0,1788001214.968405,1788004736.00965,90.0,97.0,7.0,16,16,316.8200101852417,0.0,1,0,1
2672,A07,604800,496668,1788452699,0,1788004824.578653,1788008204.066925,98.0,100.0,2.0,16,16,406.23923110961914,0.0,1,0,1
2673,A07,604800,496669,1788452699,0,1788008427.657324,1788011745.914254,100.0,100.0,0.0,16,16,511.0282940864563,0.0,1,0,0
2674,A07,604800,496670,1788452699,0,1788012024.068048,1788015400.412832,100.0,100.0,0.0,16,16,307.44319915771484,0.0,1,0,0
2675,A07,604800,496671,1788452699,0,1788015630.308665,1788019058.951113,100.0,100.0,0.0,16,16,414.41515588760376,0.0,1,0,0
2676,A07,604800,496672,1788452699,0,1788019223.334636,1788022708.365577,100.0,100.0,0.0,16,16,345.7939670085907,0.0,1,0,0
2677,A07,604800,496673,1788452699,0,1788022828.713471,1788026066.855373,100.0,100.0,0.0,16,16,308.98930191993713,0.0,1,0,0
2678,A07,604800,496674,1788452699,0,1788026425.301763,1788029872.102738,100.0,100.0,0.0,16,16,385.5468919277191,0.0,1,0,0
2679,A07,604800,496675,1788452699,0,1788030022.519844,1788033374.339309,100.0,100.0,0.0,16,16,399.7614960670471,0.0,1,0,0
2680,A07,604800,496676,1788452699,1,1788033627.169523,1788037021.214896,100.0,100.0,0.0,16,16,439.41150403022766,0.0,1,0,0
